nad,folinic_acid,DNA,coa,RBS,peg,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,hepes,camp,K_gluta,promoter,value_1,value_2,value_3,well_1,well_2,well_3,mean,std,yield,yield_std,plaque_name
0.033,0.034,50,0.026,10,2,1.5,0.1,9,1.5,0.02,4,50,0.075,40,10,15686,15704,15682,M3,M5,M7,15690.7,9.6,2.9347,0.0022,rifaxamin
0.033,0.0204,50,0.026,10,2,1.5,0.1,9,1.5,0.02,4,50,0.225,40,10,15659,16074,15668,M4,M6,M8,15800.3,193.5,2.9598,0.0442,rifaxamin
0.033,0.0204,50,0.078,10,2,1.5,0.1,9,1.5,0.06,4,50,0.075,40,10,15517,15918,15984,P8,P15,P22,15806.3,206.4,2.9612,0.0471,rifaxamin
0.099,0.0204,50,0.026,10,2,1.5,0.1,9,1.5,0.06,4,50,0.075,40,10,16143,16500,15137,M10,M12,M14,15926.7,577.1,2.9887,0.1319,rifaxamin
0.099,0.0204,50,0.078,10,2,1.5,0.1,9,1.5,0.2,4,50,0.075,40,10,16445,15638,15743,N7,N12,N17,15942,358.2,2.9922,0.0819,rifaxamin
0.165,0.034,50,0.026,10,2,1.5,0.1,9,1.5,0.1,4,50,0.075,40,10,16067,16272,15643,M21,M22,M23,15994,261.9,3.004,0.0598,rifaxamin
0.099,0.068,50,0.078,10,2,1.5,0.1,9,1.5,0.1,4,50,0.225,40,10,15746,16110,16251,O8,O10,O12,16035.7,212.8,3.0136,0.0486,rifaxamin
0.33,0.034,50,0.078,10,2,1.5,0.1,9,1.5,0.06,4,50,0.075,40,10,16438,16595,15232,N21,N23,O3,16088.3,608.9,3.0256,0.1391,rifaxamin
0.165,0.034,50,0.078,10,2,1.5,0.1,9,1.5,0.1,4,50,0.375,40,10,16121,15993,16179,O4,O5,O6,16097.7,77.7,3.0277,0.0178,rifaxamin
0.033,0.0068,50,0.078,10,2,1.5,0.1,9,1.5,0.2,4,50,0.375,40,10,15891,16453,16195,N8,N13,N18,16179.7,229.7,3.0465,0.0525,rifaxamin
0.165,0.068,50,0.078,10,2,1.5,0.1,9,1.5,0.02,4,50,0.075,40,10,16626,15928,16177,N5,N10,N15,16243.7,288.8,3.0611,0.066,rifaxamin
0.33,0.0068,50,0.078,10,2,1.5,0.1,9,1.5,0.1,4,50,0.225,40,10,16573,17580,15304,N20,N22,O2,16485.7,931.2,3.1164,0.2128,rifaxamin
0.165,0.068,50,0.026,10,2,1.5,0.1,9,1.5,0.06,4,50,0.075,40,10,15895,16708,16918,P6,P13,P20,16507,441.2,3.1212,0.1008,rifaxamin
0.099,0.034,50,0.026,10,2,1.5,0.1,9,1.5,0.1,4,50,0.075,40,10,15721,17364,16878,P7,P14,P21,16654.3,689.1,3.1549,0.1575,rifaxamin
0.099,0.0068,50,0.026,10,2,1.5,0.1,9,1.5,0.1,4,50,0.075,40,10,16477,16776,17340,M9,M11,M13,16864.3,357.8,3.2029,0.0818,rifaxamin
0.33,0.0068,50,0.078,10,2,1.5,0.1,9,1.5,0.02,4,50,0.375,40,10,16385,17421,17839,N9,N14,N19,17215,611.2,3.283,0.1397,rifaxamin
0.33,0.0204,50,0.026,10,2,1.5,0.1,9,1.5,0.2,4,50,0.375,40,10,18019,17995,17533,O13,O14,O15,17849,223.7,3.4279,0.0511,rifaxamin
